Sex	Year of birth	Mean height (cm)	Mean height lower 95% uncertainty interval (cm)	Mean height upper 95% uncertainty interval (cm)
Women	1897	149.50	147.07	151.93
Women	1897	151.05	145.53	156.65
Women	1897	151.08	146.46	155.73
Women	1897	148.27	145.98	150.56
Women	1897	144.96	140.48	149.54
Women	1897	153.11	148.12	158.18
Women	1897	155.48	150.84	159.88
Women	1897	157.74	153.19	162.08
Women	1897	154.37	150.41	158.23
Women	1897	150.98	147.74	154.24
Women	1897	149.71	146.90	152.39
Women	1897	153.02	147.57	158.37
Women	1897	156.69	153.38	159.87
Women	1897	153.72	148.74	158.76
Women	1897	154.13	147.64	160.60
Women	1897	149.75	143.55	155.61
Women	1897	153.54	152.04	155.09
Women	1897	158.57	157.52	159.65
Women	1897	149.78	146.05	153.60
Women	1897	151.04	145.64	156.43
Women	1897	152.87	148.40	157.43
Women	1897	144.95	140.19	149.47
Women	1897	144.90	142.67	147.13
Women	1897	145.26	140.69	149.71
Women	1897	151.67	147.20	156.15
Women	1897	155.42	150.57	160.33
Men	1898	161.23	154.71	167.60
Men	1898	163.61	158.98	168.37
Men	1898	160.82	156.13	165.54
Men	1898	169.78	167.70	171.91
Men	1898	163.57	157.26	169.78
Men	1898	162.35	155.24	169.36
Men	1898	162.05	155.69	168.48
Men	1898	162.63	158.20	167.06
Men	1898	162.18	156.56	168.07
Men	1898	169.12	167.33	170.90
Men	1898	168.30	165.97	170.65
Men	1898	162.06	156.53	168.07
Men	1898	162.07	155.69	168.51
Men	1898	157.08	153.14	160.97
Men	1898	158.70	154.61	162.66
Men	1898	165.18	161.16	169.18
Men	1898	167.92	161.27	174.72
Men	1898	167.39	165.58	169.25
Men	1898	158.48	153.84	163.00
Men	1898	162.72	157.62	167.87
Men	1898	162.08	155.59	168.43
Men	1898	161.29	156.76	165.80
Men	1898	156.58	150.80	162.40
Men	1898	168.72	164.25	173.12
Men	1898	166.33	161.09	171.68
Men	1898	163.40	161.24	165.61
Men	1898	156.03	149.49	162.27
Men	1898	166.73	160.52	173.01
Men	1898	163.66	158.40	168.69
Men	1898	161.79	155.27	168.54
Men	1898	164.99	159.86	169.92
Men	1898	155.13	150.76	159.56
Men	1898	163.70	159.40	167.94
Men	1898	170.84	168.24	173.64
Men	1898	161.54	155.97	167.08
Men	1898	165.07	159.62	170.39
Men	1898	160.93	157.85	164.09
Men	1898	161.28	159.73	162.82
Men	1898	159.92	157.33	162.44
Men	1898	157.63	153.01	162.21
Men	1898	159.88	154.78	164.73
Men	1898	162.07	157.85	166.35
Men	1898	169.54	165.17	173.93
Men	1898	158.09	154.43	161.79
Men	1898	162.83	158.21	167.54
Men	1898	168.39	164.18	172.52
Men	1898	160.24	156.34	164.03
Men	1898	162.92	157.55	168.24
Men	1898	168.26	164.64	171.82
Men	1898	170.22	167.23	173.14
Men	1898	161.71	155.21	168.26
Men	1898	164.80	159.94	169.46
Men	1898	160.56	155.84	165.22
Men	1898	162.03	156.57	167.17
Men	1898	155.88	150.67	161.46
Men	1898	159.05	155.87	162.31
Men	1898	158.83	153.82	163.62
Men	1898	162.30	155.35	169.26
Men	1898	163.98	159.04	169.07
Men	1898	171.07	167.73	174.48
Men	1898	161.49	156.49	166.63
Men	1898	168.71	164.60	172.96
Men	1898	168.00	166.04	169.97
Men	1898	166.60	163.52	169.57
Men	1898	170.09	165.94	174.42
Men	1898	162.86	157.31	168.22
Men	1898	160.88	155.79	166.12
Men	1898	164.76	159.26	170.47
Men	1898	167.44	165.02	169.94
Men	1898	162.51	158.01	166.95
Men	1898	162.75	159.53	166.04
Men	1898	159.65	155.82	163.35
Men	1898	164.85	159.91	169.63
Men	1898	154.25	149.48	159.05
Men	1898	163.55	158.38	168.70
Men	1898	163.02	156.48	169.59
Men	1898	160.25	155.23	165.27
Men	1898	162.03	155.66	168.41
Men	1898	158.75	154.13	163.47
Men	1898	166.61	164.33	168.88
Men	1898	170.93	167.72	174.14
Men	1898	161.96	160.46	163.42
Men	1898	154.88	152.17	157.59
Men	1898	157.52	154.71	160.32
Men	1898	159.61	153.30	165.75
Men	1898	166.60	162.97	170.20
Men	1898	163.62	160.46	166.76
Men	1898	164.83	163.33	166.31
Men	1898	163.40	159.00	167.98
Men	1898	156.57	155.82	157.32
Men	1898	159.28	155.56	163.06
Men	1898	161.56	154.56	168.90
Men	1898	165.93	160.51	171.19
Men	1898	166.79	164.97	168.60
Men	1898	160.86	156.54	165.09
Men	1898	160.55	154.78	166.35
Men	1898	153.15	148.40	157.85
Men	1898	169.54	165.12	173.83
Men	1898	161.05	157.04	164.91
Men	1898	161.46	156.09	166.94
Men	1898	158.80	153.45	164.09
Men	1898	161.62	157.17	166.09
Men	1898	169.11	165.71	172.44
Men	1898	167.61	163.65	171.73
Men	1898	166.78	160.68	173.22
Men	1898	158.92	153.49	164.07
Men	1898	159.43	154.44	164.40
Men	1898	157.85	154.62	161.04
Men	1898	156.02	151.09	160.75
Men	1898	165.25	159.99	170.59
Men	1898	161.99	157.98	166.11
Men	1898	162.43	158.18	166.96
Men	1898	161.75	156.32	166.93
Men	1898	160.78	157.50	164.09
Men	1898	157.11	154.04	160.09
Men	1898	164.74	160.40	169.25
Men	1898	164.80	160.21	169.45
Men	1898	159.37	153.78	164.96
Men	1898	166.73	160.56	172.92
Men	1898	159.57	153.34	165.66
Men	1898	159.31	154.45	164.21
Men	1898	157.57	153.12	161.85
Men	1898	164.39	159.27	169.71
Men	1898	164.85	163.03	166.65
Men	1898	157.60	153.52	161.59
Men	1898	169.79	168.25	171.28
Men	1898	167.72	165.47	170.04
Men	1898	157.56	152.76	162.24
Men	1898	164.10	159.16	168.98
Men	1898	161.21	157.21	165.15
Men	1898	168.66	164.63	172.59
Men	1898	160.82	154.15	167.47
Men	1898	171.52	170.85	172.18
Men	1898	161.22	156.81	165.68
Men	1898	156.06	151.91	160.11
Men	1898	165.68	163.02	168.38
Men	1898	164.23	159.92	168.67
Men	1898	157.33	152.57	162.08
Men	1898	159.34	155.12	163.78
Men	1898	162.30	155.65	168.94
Men	1898	155.18	151.08	159.22
Men	1898	154.99	150.05	159.86
Men	1898	163.98	160.94	167.03
Men	1898	159.18	155.65	162.70
Men	1898	160.88	157.14	164.55
Men	1898	159.59	155.08	164.04
Men	1898	164.11	159.66	168.55
Men	1898	167.11	164.91	169.29
Men	1898	160.19	154.85	165.53
Men	1898	160.67	155.52	165.97
Men	1898	162.37	157.46	167.40
Men	1898	162.11	155.74	168.50
Men	1898	169.15	166.05	172.21
Men	1898	162.36	157.39	167.11
Men	1898	158.48	154.91	161.97
Men	1898	166.83	161.74	171.89
Men	1898	167.70	164.43	170.95
Men	1898	165.63	161.22	170.18
Men	1898	160.74	155.58	165.98
Men	1898	162.94	160.49	165.42
Men	1898	168.60	164.28	173.09
Men	1898	167.63	162.42	173.02
Men	1898	160.97	156.66	165.18
Men	1898	161.65	154.92	168.28
Men	1898	165.37	161.70	168.99
Men	1898	160.02	157.41	162.58
Men	1898	162.46	159.81	165.06
Men	1898	157.18	152.84	161.38
Men	1898	161.70	155.06	168.43
Men	1898	162.06	155.72	168.59
Men	1898	163.37	158.09	168.61
Men	1898	172.11	169.93	174.21
Men	1898	167.79	165.58	169.93
Men	1898	159.60	153.37	166.02
Men	1898	161.57	159.03	163.98
Men	1898	161.72	154.67	168.84
Men	1898	161.02	156.22	165.88
Men	1898	158.65	156.20	161.11
Men	1898	153.33	148.91	157.92
Men	1898	162.94	158.11	167.78
Men	1898	168.20	163.66	172.69
Men	1898	170.53	166.00	174.91
Men	1898	164.25	159.39	168.97
Men	1898	164.27	160.92	167.60
Men	1898	160.69	157.99	163.31
Men	1898	162.03	156.48	167.74
Men	1898	165.45	161.72	169.12
Men	1898	162.44	157.25	167.68
Men	1898	167.89	161.47	174.37
Men	1898	159.66	153.36	165.82
Men	1898	167.12	165.57	168.70
Men	1898	171.28	170.23	172.33
Men	1898	164.09	160.00	168.05
Men	1898	161.46	155.95	167.46
Men	1898	163.66	159.09	168.23
Men	1898	160.27	155.46	165.03
Men	1898	155.55	153.08	158.01
Men	1898	154.91	150.99	159.01
Men	1898	162.44	157.48	167.59
Men	1898	164.94	159.73	170.12
Women	1898	149.46	144.56	154.40
Women	1898	150.63	146.06	155.43
Women	1898	152.14	147.64	156.60
Women	1898	158.39	156.39	160.45
Women	1898	152.61	146.52	158.76
Women	1898	152.81	146.38	159.49
Women	1898	150.99	144.98	157.16
Women	1898	150.89	146.65	154.98
Women	1898	149.93	144.65	155.31
Women	1898	155.78	154.05	157.45
Women	1898	157.79	155.41	160.07
Women	1898	150.24	145.09	155.46
Women	1898	150.95	144.98	157.19
Women	1898	149.93	146.20	153.72
Women	1898	141.82	138.19	145.50
Women	1898	152.44	148.89	155.98
Women	1898	154.33	148.19	160.53
Women	1898	155.67	153.97	157.37
Women	1898	146.56	142.39	150.67
Women	1898	153.40	148.71	158.12
Women	1898	150.91	144.71	156.96
Women	1898	147.23	143.00	151.49
Women	1898	143.53	138.72	148.56
Women	1898	154.35	150.17	158.50
Women	1898	156.26	151.32	161.22
Women	1898	150.40	148.46	152.40
Women	1898	145.95	140.13	152.01
Women	1898	152.62	146.66	158.64
Women	1898	156.38	151.51	161.33
Women	1898	151.36	146.39	156.36
Women	1898	154.84	149.94	159.58
Women	1898	146.46	142.00	150.97
Women	1898	154.03	150.69	157.39
Women	1898	157.76	155.34	160.22
Women	1898	152.32	147.17	157.38
Women	1898	156.93	152.03	161.85
Women	1898	147.87	145.18	150.67
Women	1898	150.38	149.06	151.74
Women	1898	146.41	144.13	148.63
Women	1898	144.41	140.20	148.62
Women	1898	150.74	145.88	155.55
Women	1898	152.73	149.00	156.31
Women	1898	156.47	152.18	160.73
Women	1898	143.23	139.95	146.54
Women	1898	153.73	148.96	158.42
Women	1898	150.63	147.04	154.22
Women	1898	149.63	146.19	153.00
Women	1898	152.25	146.75	157.63
Women	1898	153.20	149.83	156.53
Women	1898	157.44	154.57	160.37
Women	1898	152.02	145.92	158.45
Women	1898	153.20	148.65	157.93
Women	1898	149.27	144.58	153.89
Women	1898	151.24	146.52	155.82
Women	1898	143.34	138.47	148.37
Women	1898	149.09	146.04	152.06
Women	1898	141.63	137.66	145.75
Women	1898	152.82	146.43	159.43
Women	1898	152.34	147.83	156.99
Women	1898	156.82	153.87	159.75
Women	1898	152.38	147.74	157.07
Women	1898	153.82	149.79	157.77
Women	1898	154.27	151.93	156.64
Women	1898	155.51	152.76	158.30
Women	1898	156.60	152.34	161.00
Women	1898	153.13	148.16	158.25
Women	1898	155.73	150.73	160.65
Women	1898	153.94	148.96	159.16
Women	1898	156.28	153.98	158.52
Women	1898	153.52	149.70	157.29
Women	1898	150.80	147.90	153.70
Women	1898	147.32	143.72	150.92
Women	1898	154.20	149.54	158.97
Women	1898	140.64	136.47	144.93
Women	1898	153.83	148.90	158.57
Women	1898	152.91	147.81	157.85
Women	1898	149.03	144.10	153.99
Women	1898	150.12	145.51	154.98
Women	1898	143.92	139.94	148.05
Women	1898	153.65	151.57	155.72
Women	1898	158.91	155.95	161.94
Women	1898	148.08	146.64	149.59
Women	1898	144.85	142.57	147.19
Women	1898	148.81	146.05	151.54
Women	1898	149.96	143.89	156.08
Women	1898	154.20	151.02	157.33
Women	1898	152.19	149.35	155.02
Women	1898	153.62	152.20	155.02
Women	1898	152.66	148.45	156.78
Women	1898	142.82	142.05	143.58
Women	1898	150.47	146.52	154.52
Women	1898	151.45	146.42	156.76
Women	1898	156.09	151.62	160.84
Women	1898	152.23	150.26	154.20
Women	1898	150.54	146.40	154.74
Women	1898	150.49	145.30	155.76
Women	1898	144.91	140.21	149.61
Women	1898	155.86	151.79	160.15
Women	1898	149.87	145.80	153.91
Women	1898	153.29	148.19	158.44
Women	1898	151.81	146.83	156.87
Women	1898	150.46	146.00	155.02
Women	1898	154.46	151.25	157.57
Women	1898	155.13	151.05	159.10
Women	1898	150.01	145.14	154.99
Women	1898	149.91	145.11	154.76
Women	1898	151.63	146.93	156.53
Women	1898	147.72	145.11	150.43
Women	1898	144.07	139.26	148.65
Women	1898	156.28	151.47	161.17
Women	1898	150.32	146.65	154.03
Women	1898	149.02	144.89	153.09
Women	1898	155.17	149.97	160.21
Women	1898	148.30	145.36	151.23
Women	1898	143.89	141.08	146.65
Women	1898	152.75	148.48	156.96
Women	1898	152.61	147.95	157.27
Women	1898	148.19	143.25	153.51
Women	1898	152.59	146.51	158.53
Women	1898	151.06	146.22	155.81
Women	1898	151.09	146.15	156.02
Women	1898	145.84	141.79	149.85
Women	1898	157.01	152.44	161.62
Women	1898	152.07	149.82	154.26
Women	1898	144.40	140.96	147.84
Women	1898	155.32	153.52	157.09
Women	1898	156.13	154.06	158.29
Women	1898	146.45	142.51	150.43
Women	1898	156.49	151.67	161.32
Women	1898	153.29	149.73	156.86
Women	1898	152.41	148.67	156.09
Women	1898	149.37	143.03	155.75
Women	1898	159.46	158.79	160.12
Women	1898	151.16	146.82	155.37
Women	1898	147.10	143.12	151.02
Women	1898	150.85	148.22	153.41
Women	1898	152.30	147.85	156.66
Women	1898	144.91	140.43	149.44
Women	1898	150.21	146.07	154.50
Women	1898	149.48	143.24	155.61
Women	1898	141.86	138.28	145.59
Women	1898	148.04	144.01	152.02
Women	1898	151.02	148.22	153.63
Women	1898	150.70	147.41	153.95
Women	1898	147.73	144.32	151.08
Women	1898	150.71	146.10	155.17
Women	1898	151.49	147.34	155.64
Women	1898	153.92	152.16	155.65
Women	1898	152.51	147.53	157.52
Women	1898	153.13	148.07	158.20
Women	1898	154.07	149.29	158.99
Women	1898	150.95	144.51	157.27
Women	1898	157.40	154.90	159.82
Women	1898	153.08	148.30	157.64
Women	1898	149.39	145.98	152.97
Women	1898	157.14	152.40	162.00
Women	1898	152.46	149.54	155.41
Women	1898	155.63	151.48	159.71
Women	1898	152.61	147.80	157.56
Women	1898	147.41	144.64	150.17
Women	1898	155.96	152.00	159.83
Women	1898	152.95	147.63	158.35
Women	1898	148.76	144.29	153.30
Women	1898	151.99	145.75	158.36
Women	1898	155.09	151.83	158.24
Women	1898	142.69	140.41	145.04
Women	1898	151.26	149.02	153.43
Women	1898	145.47	141.20	149.64
Women	1898	151.99	145.78	158.24
Women	1898	150.88	144.72	157.01
Women	1898	153.08	148.00	158.13
Women	1898	160.45	158.56	162.37
Women	1898	157.73	155.17	160.28
Women	1898	149.89	143.81	155.88
Women	1898	149.61	147.29	151.94
Women	1898	151.22	145.83	156.69
Women	1898	151.19	146.75	155.69
Women	1898	148.36	146.18	150.55
Women	1898	145.08	140.70	149.53
Women	1898	153.21	148.33	158.16
Women	1898	155.63	151.14	159.94
Women	1898	157.91	153.44	162.11
Women	1898	154.53	150.70	158.25
Women	1898	151.11	147.99	154.23
Women	1898	149.83	147.16	152.38
Women	1898	153.18	147.89	158.43
Women	1898	156.79	153.54	159.90
Women	1898	153.84	149.01	158.76
Women	1898	154.31	147.91	160.67
Women	1898	149.89	143.85	155.64
Women	1898	153.69	152.28	155.14
Women	1898	158.63	157.63	159.66
Women	1898	149.95	146.38	153.65
Women	1898	151.20	145.92	156.45
Women	1898	153.02	148.64	157.48
Women	1898	145.16	140.55	149.56
Women	1898	145.01	142.91	147.13
Women	1898	145.42	140.96	149.75
Women	1898	151.82	147.51	156.13
Women	1898	155.53	150.84	160.28
Men	1899	161.26	154.84	167.53
Men	1899	163.75	159.23	168.37
Men	1899	161.03	156.52	165.59
Men	1899	169.82	167.83	171.87
Men	1899	163.66	157.41	169.80
Men	1899	162.44	155.47	169.30
Men	1899	162.22	155.96	168.55
Men	1899	162.78	158.47	167.10
Men	1899	162.34	156.86	168.09
Men	1899	169.20	167.51	170.88
Men	1899	168.44	166.16	170.71
Men	1899	162.25	156.87	168.08
Men	1899	162.24	155.97	168.55
Men	1899	157.26	153.48	161.01
Men	1899	158.76	154.82	162.61
Men	1899	165.34	161.47	169.18
Men	1899	168.01	161.45	174.71
Men	1899	167.49	165.78	169.23
Men	1899	158.65	154.16	163.06
Men	1899	162.82	157.87	167.81
Men	1899	162.25	155.86	168.55
Men	1899	161.30	156.94	165.69
Men	1899	156.71	151.04	162.43
Men	1899	168.86	164.55	173.11
Men	1899	166.40	161.29	171.56
Men	1899	163.50	161.48	165.58
Men	1899	156.16	149.76	162.27
Men	1899	166.86	160.74	173.09
Men	1899	163.74	158.65	168.62
Men	1899	161.89	155.49	168.54
Men	1899	165.05	160.04	169.82
Men	1899	155.26	151.05	159.56
Men	1899	163.79	159.67	167.85
Men	1899	170.90	168.40	173.57
Men	1899	161.62	156.24	167.03
Men	1899	165.16	159.85	170.40
Men	1899	161.05	158.10	164.05
Men	1899	161.43	159.99	162.85
Men	1899	160.02	157.53	162.43
Men	1899	157.79	153.31	162.18
Men	1899	159.96	154.98	164.67
Men	1899	162.16	158.11	166.30
Men	1899	169.58	165.33	173.84
Men	1899	158.29	154.78	161.82
Men	1899	162.92	158.44	167.51
Men	1899	168.52	164.47	172.50
Men	1899	160.43	156.69	164.08
Men	1899	163.01	157.73	168.21
Men	1899	168.39	164.93	171.82
Men	1899	170.35	167.51	173.13
Men	1899	161.81	155.44	168.22
Men	1899	164.96	160.26	169.49
Men	1899	160.71	156.11	165.19
Men	1899	162.12	156.81	167.13
Men	1899	156.00	150.96	161.44
Men	1899	159.25	156.24	162.37
Men	1899	159.00	154.13	163.63
Men	1899	162.39	155.54	169.24
Men	1899	164.07	159.30	168.99
Men	1899	171.16	167.97	174.43
Men	1899	161.60	156.75	166.57
Men	1899	168.76	164.78	172.86
Men	1899	168.13	166.27	170.00
Men	1899	166.69	163.79	169.52
Men	1899	170.11	166.09	174.35
Men	1899	162.95	157.50	168.20
Men	1899	160.96	156.01	166.03
Men	1899	164.93	159.60	170.49
Men	1899	167.58	165.28	169.96
Men	1899	162.58	158.23	166.88
Men	1899	162.86	159.78	166.01
Men	1899	159.74	156.03	163.34
Men	1899	165.02	160.24	169.67
Men	1899	154.43	149.79	159.07
Men	1899	163.64	158.64	168.66
Men	1899	163.11	156.71	169.57
Men	1899	160.42	155.51	165.28
Men	1899	162.20	155.93	168.52
Men	1899	158.94	154.45	163.54
Men	1899	166.75	164.60	168.92
Men	1899	171.13	168.05	174.20
Men	1899	161.95	160.54	163.34
Men	1899	154.99	152.42	157.57
Men	1899	157.74	155.07	160.43
Men	1899	159.79	153.60	165.81
Men	1899	166.72	163.25	170.18
Men	1899	163.73	160.71	166.73
Men	1899	164.89	163.49	166.27
Men	1899	163.58	159.35	167.96
Men	1899	156.77	156.07	157.48
Men	1899	159.47	155.88	163.10
Men	1899	161.73	154.82	168.98
Men	1899	166.03	160.76	171.15
Men	1899	166.77	164.98	168.54
Men	1899	161.04	156.87	165.10
Men	1899	160.70	155.08	166.36
Men	1899	153.28	148.66	157.85
Men	1899	169.62	165.34	173.79
Men	1899	161.22	157.34	164.93
Men	1899	161.53	156.32	166.85
Men	1899	158.87	153.68	164.00
Men	1899	161.79	157.48	166.14
Men	1899	169.20	165.95	172.40
Men	1899	167.75	163.87	171.75
Men	1899	166.91	160.90	173.24
Men	1899	159.04	153.75	164.10
Men	1899	159.54	154.71	164.36
Men	1899	157.99	154.91	161.04
Men	1899	156.11	151.31	160.68
Men	1899	165.34	160.19	170.52
Men	1899	162.04	158.15	166.02
Men	1899	162.50	158.37	166.90
Men	1899	161.86	156.58	166.92
Men	1899	160.85	157.71	163.99
Men	1899	157.29	154.40	160.13
Men	1899	164.78	160.54	169.16
Men	1899	164.89	160.45	169.38
Men	1899	159.51	154.06	164.94
Men	1899	166.86	160.80	172.95
Men	1899	159.75	153.65	165.75
Men	1899	159.41	154.66	164.15
Men	1899	157.69	153.36	161.82
Men	1899	164.48	159.49	169.68
Men	1899	164.87	163.12	166.57
Men	1899	157.63	153.68	161.49
Men	1899	169.96	168.51	171.38
Men	1899	167.83	165.67	170.04
Men	1899	157.75	153.09	162.30
Men	1899	164.21	159.42	168.93
Men	1899	161.30	157.47	165.07
Men	1899	168.69	164.78	172.48
Men	1899	160.93	154.36	167.51
Men	1899	171.66	171.00	172.30
Men	1899	161.39	157.12	165.73
Men	1899	156.21	152.23	160.13
Men	1899	165.68	163.13	168.26
Men	1899	164.28	160.07	168.62
Men	1899	157.50	152.90	162.11
Men	1899	159.37	155.30	163.72
Men	1899	162.42	155.88	168.96
Men	1899	155.31	151.36	159.20
Men	1899	155.11	150.34	159.84
Men	1899	164.14	161.27	167.04
Men	1899	159.29	155.89	162.71
Men	1899	161.07	157.50	164.58
Men	1899	159.78	155.46	164.06
Men	1899	164.25	159.96	168.56
Men	1899	167.18	165.10	169.22
Men	1899	160.32	155.12	165.54
Men	1899	160.86	155.87	166.04
Men	1899	162.56	157.77	167.45
Men	1899	162.28	155.99	168.57
Men	1899	169.15	166.18	172.13
Men	1899	162.44	157.58	167.05
Men	1899	158.66	155.24	162.01
Men	1899	166.92	161.93	171.79
Men	1899	167.82	164.70	170.96
Men	1899	165.71	161.44	170.09
Men	1899	160.83	155.83	165.92
Men	1899	162.98	160.64	165.38
Men	1899	168.74	164.53	173.05
Men	1899	167.76	162.64	173.05
Men	1899	161.02	156.82	165.14
Men	1899	161.75	155.12	168.30
Men	1899	165.42	161.94	168.88
Men	1899	160.16	157.68	162.60
Men	1899	162.54	160.02	165.02
Men	1899	157.31	153.07	161.39
Men	1899	161.80	155.32	168.42
Men	1899	162.23	156.00	168.68
Men	1899	163.44	158.31	168.55
Men	1899	172.22	170.16	174.22
Men	1899	167.91	165.82	169.95
Men	1899	159.78	153.64	166.06
Men	1899	161.70	159.28	163.98
Men	1899	161.88	154.96	168.87
Men	1899	161.13	156.48	165.86
Men	1899	158.75	156.42	161.07
Men	1899	153.47	149.21	157.91
Men	1899	163.02	158.32	167.73
Men	1899	168.23	163.79	172.61
Men	1899	170.58	166.21	174.85
Men	1899	164.43	159.69	168.98
Men	1899	164.36	161.14	167.55
Men	1899	160.87	158.31	163.37
Men	1899	162.20	156.79	167.77
Men	1899	165.50	161.84	169.08
Men	1899	162.57	157.56	167.66
Men	1899	167.98	161.65	174.40
Men	1899	159.84	153.62	165.88
Men	1899	167.25	165.79	168.72
Men	1899	171.38	170.39	172.37
Men	1899	164.23	160.31	168.06
Men	1899	161.64	156.30	167.50
Men	1899	163.69	159.28	168.16
Men	1899	160.42	155.77	165.06
Men	1899	155.68	153.34	158.03
Men	1899	155.11	151.34	159.07
Men	1899	162.55	157.70	167.56
Men	1899	165.03	159.98	170.00
Women	1899	149.59	144.82	154.43
Women	1899	150.85	146.37	155.53
Women	1899	152.28	147.90	156.61
Women	1899	158.48	156.56	160.47
Women	1899	152.70	146.70	158.74
Women	1899	152.92	146.58	159.47
Women	1899	151.18	145.24	157.25
Women	1899	151.05	146.93	155.00
Women	1899	150.09	144.94	155.33
Women	1899	155.92	154.29	157.51
Women	1899	157.90	155.60	160.11
Women	1899	150.40	145.36	155.46
Women	1899	151.14	145.23	157.33
Women	1899	150.07	146.46	153.72
Women	1899	141.99	138.48	145.53
Women	1899	152.64	149.22	156.05
Women	1899	154.51	148.47	160.68
Women	1899	155.80	154.17	157.43
Women	1899	146.75	142.70	150.75
Women	1899	153.52	148.98	158.11
Women	1899	151.10	145.00	157.06
Women	1899	147.35	143.23	151.51
Women	1899	143.69	139.02	148.56
Women	1899	154.60	150.56	158.65
Women	1899	156.37	151.57	161.20
Women	1899	150.51	148.65	152.42
Women	1899	146.06	140.31	152.01
Women	1899	152.84	146.94	158.75
Women	1899	156.48	151.75	161.30
Women	1899	151.48	146.58	156.35
Women	1899	154.94	150.21	159.56
Women	1899	146.58	142.26	150.95
Women	1899	154.14	150.93	157.36
Women	1899	157.83	155.50	160.18
Women	1899	152.43	147.43	157.35
Women	1899	157.04	152.27	161.78
Women	1899	148.00	145.43	150.68
Women	1899	150.49	149.26	151.77
Women	1899	146.60	144.38	148.73
Women	1899	144.60	140.54	148.69
Women	1899	150.84	146.12	155.52
Women	1899	152.83	149.27	156.30
Women	1899	156.64	152.46	160.79
Women	1899	143.49	140.36	146.66
Women	1899	153.84	149.20	158.38
Women	1899	150.90	147.44	154.39
Women	1899	149.82	146.53	153.07
Women	1899	152.33	146.90	157.61
Women	1899	153.43	150.21	156.60
Women	1899	157.60	154.82	160.41
Women	1899	152.13	146.08	158.48
Women	1899	153.40	148.97	157.99
Women	1899	149.44	144.89	153.93
